n_stops,strategy,sequence,stint_laps,est_cost,est_cost_curve,within_windows,cost_vs_best,cost_vs_best_curve,Race
2,S-H-M,SOFT-HARD-MEDIUM,16-27-23,104.9,97.0,True,13.2,9.7,Spanish Grand Prix
2,S-H-H,SOFT-HARD-HARD,15-26-26,112.6,106.2,True,20.9,18.9,Spanish Grand Prix
2,M-S-S,MEDIUM-SOFT-SOFT,28-19-19,91.7,87.3,True,0.0,0.0,Spanish Grand Prix
2,M-S-M,MEDIUM-SOFT-MEDIUM,25-16-25,95.8,88.5,True,4.1,1.2,Spanish Grand Prix
2,M-S-H,MEDIUM-SOFT-HARD,23-16-27,104.9,97.0,True,13.2,9.7,Spanish Grand Prix
2,M-M-S,MEDIUM-MEDIUM-SOFT,25-25-16,95.8,88.5,True,4.1,1.2,Spanish Grand Prix
2,M-M-H,MEDIUM-MEDIUM-HARD,21-21-24,105.1,95.9,True,13.4,8.6,Spanish Grand Prix
2,M-H-S,MEDIUM-HARD-SOFT,23-27-16,104.9,97.0,True,13.2,9.7,Spanish Grand Prix
2,M-H-M,MEDIUM-HARD-MEDIUM,21-24-21,105.1,95.9,True,13.4,8.6,Spanish Grand Prix
2,M-H-H,MEDIUM-HARD-HARD,20-23-23,111.6,102.4,True,19.9,15.1,Spanish Grand Prix
2,H-S-S,HARD-SOFT-SOFT,31-18-18,103.3,99.7,True,11.6,12.4,Spanish Grand Prix
2,H-S-M,HARD-SOFT-MEDIUM,27-16-23,104.9,97.0,True,13.2,9.7,Spanish Grand Prix
2,H-S-H,HARD-SOFT-HARD,26-15-26,112.6,106.2,True,20.9,18.9,Spanish Grand Prix
2,H-M-S,HARD-MEDIUM-SOFT,27-23-16,104.9,97.0,True,13.2,9.7,Spanish Grand Prix
2,H-M-M,HARD-MEDIUM-MEDIUM,24-21-21,105.1,95.9,True,13.4,8.6,Spanish Grand Prix
2,H-M-H,HARD-MEDIUM-HARD,23-20-23,111.6,102.4,True,19.9,15.1,Spanish Grand Prix
2,H-H-S,HARD-HARD-SOFT,26-26-15,112.6,106.2,True,20.9,18.9,Spanish Grand Prix
2,H-H-M,HARD-HARD-MEDIUM,23-23-20,111.6,102.4,True,19.9,15.1,Spanish Grand Prix
3,S-S-S-M,SOFT-SOFT-SOFT-MEDIUM,15-15-15-22,99.0,96.5,True,7.3,9.2,Spanish Grand Prix
3,S-S-S-H,SOFT-SOFT-SOFT-HARD,14-14-14-24,108.1,103.8,True,16.4,16.5,Spanish Grand Prix
3,S-S-M-S,SOFT-SOFT-MEDIUM-SOFT,15-15-22-15,99.0,96.5,True,7.3,9.2,Spanish Grand Prix
3,S-S-M-M,SOFT-SOFT-MEDIUM-MEDIUM,13-13-20-20,102.9,97.4,True,11.2,10.1,Spanish Grand Prix
3,S-S-M-H,SOFT-SOFT-MEDIUM-HARD,13-13-19-22,110.5,105.5,True,18.8,18.2,Spanish Grand Prix
3,S-S-H-S,SOFT-SOFT-HARD-SOFT,14-14-24-14,108.1,103.8,True,16.4,16.5,Spanish Grand Prix
3,S-S-H-M,SOFT-SOFT-HARD-MEDIUM,13-13-22-19,110.5,105.5,True,18.8,18.2,Spanish Grand Prix
3,S-S-H-H,SOFT-SOFT-HARD-HARD,12-12-21-21,117.1,111.0,True,25.4,23.7,Spanish Grand Prix
3,S-M-S-S,SOFT-MEDIUM-SOFT-SOFT,15-22-15-15,99.0,96.5,True,7.3,9.2,Spanish Grand Prix
3,S-M-S-M,SOFT-MEDIUM-SOFT-MEDIUM,13-20-13-20,102.9,97.4,True,11.2,10.1,Spanish Grand Prix
3,S-M-S-H,SOFT-MEDIUM-SOFT-HARD,13-19-13-22,110.5,105.5,True,18.8,18.2,Spanish Grand Prix
3,S-M-M-S,SOFT-MEDIUM-MEDIUM-SOFT,13-20-20-13,102.9,97.4,True,11.2,10.1,Spanish Grand Prix
3,S-M-M-M,SOFT-MEDIUM-MEDIUM-MEDIUM,12-18-18-18,105.4,98.4,True,13.7,11.1,Spanish Grand Prix
3,S-M-M-H,SOFT-MEDIUM-MEDIUM-HARD,12-17-17-20,111.9,104.7,True,20.2,17.4,Spanish Grand Prix
3,S-M-H-S,SOFT-MEDIUM-HARD-SOFT,13-19-22-13,110.5,105.5,True,18.8,18.2,Spanish Grand Prix
3,S-M-H-M,SOFT-MEDIUM-HARD-MEDIUM,12-17-20-17,111.9,104.7,True,20.2,17.4,Spanish Grand Prix
3,S-M-H-H,SOFT-MEDIUM-HARD-HARD,11-17-19-19,117.6,110.4,True,25.9,23.1,Spanish Grand Prix
3,S-H-S-S,SOFT-HARD-SOFT-SOFT,14-24-14-14,108.1,103.8,True,16.4,16.5,Spanish Grand Prix
3,S-H-S-M,SOFT-HARD-SOFT-MEDIUM,13-22-13-19,110.5,105.5,True,18.8,18.2,Spanish Grand Prix
3,S-H-S-H,SOFT-HARD-SOFT-HARD,12-21-12-21,117.1,111.0,True,25.4,23.7,Spanish Grand Prix
3,S-H-M-S,SOFT-HARD-MEDIUM-SOFT,13-22-19-13,110.5,105.5,True,18.8,18.2,Spanish Grand Prix
3,S-H-M-M,SOFT-HARD-MEDIUM-MEDIUM,12-20-17-17,111.9,104.7,True,20.2,17.4,Spanish Grand Prix
3,S-H-M-H,SOFT-HARD-MEDIUM-HARD,11-19-17-19,117.6,110.4,True,25.9,23.1,Spanish Grand Prix
3,S-H-H-S,SOFT-HARD-HARD-SOFT,12-21-21-12,117.1,111.0,True,25.4,23.7,Spanish Grand Prix
3,S-H-H-M,SOFT-HARD-HARD-MEDIUM,11-19-19-17,117.6,110.4,True,25.9,23.1,Spanish Grand Prix
3,S-H-H-H,SOFT-HARD-HARD-HARD,11-18-18-18,122.8,114.3,True,31.1,27.0,Spanish Grand Prix
3,M-S-S-S,MEDIUM-SOFT-SOFT-SOFT,22-15-15-15,99.0,96.5,True,7.3,9.2,Spanish Grand Prix
3,M-S-S-M,MEDIUM-SOFT-SOFT-MEDIUM,20-13-13-20,102.9,97.4,True,11.2,10.1,Spanish Grand Prix
3,M-S-S-H,MEDIUM-SOFT-SOFT-HARD,19-13-13-22,110.5,105.5,True,18.8,18.2,Spanish Grand Prix
3,M-S-M-S,MEDIUM-SOFT-MEDIUM-SOFT,20-13-20-13,102.9,97.4,True,11.2,10.1,Spanish Grand Prix
3,M-S-M-M,MEDIUM-SOFT-MEDIUM-MEDIUM,18-12-18-18,105.4,98.4,True,13.7,11.1,Spanish Grand Prix
3,M-S-M-H,MEDIUM-SOFT-MEDIUM-HARD,17-12-17-20,111.9,104.7,True,20.2,17.4,Spanish Grand Prix
3,M-S-H-S,MEDIUM-SOFT-HARD-SOFT,19-13-22-13,110.5,105.5,True,18.8,18.2,Spanish Grand Prix
3,M-S-H-M,MEDIUM-SOFT-HARD-MEDIUM,17-12-20-17,111.9,104.7,True,20.2,17.4,Spanish Grand Prix
3,M-S-H-H,MEDIUM-SOFT-HARD-HARD,17-11-19-19,117.6,110.4,True,25.9,23.1,Spanish Grand Prix
3,M-M-S-S,MEDIUM-MEDIUM-SOFT-SOFT,20-20-13-13,102.9,97.4,True,11.2,10.1,Spanish Grand Prix
3,M-M-S-M,MEDIUM-MEDIUM-SOFT-MEDIUM,18-18-12-18,105.4,98.4,True,13.7,11.1,Spanish Grand Prix
3,M-M-S-H,MEDIUM-MEDIUM-SOFT-HARD,17-17-12-20,111.9,104.7,True,20.2,17.4,Spanish Grand Prix
3,M-M-M-S,MEDIUM-MEDIUM-MEDIUM-SOFT,18-18-18-12,105.4,98.4,True,13.7,11.1,Spanish Grand Prix
3,M-M-M-H,MEDIUM-MEDIUM-MEDIUM-HARD,16-16-16-18,112.6,104.7,True,20.9,17.4,Spanish Grand Prix
3,M-M-H-S,MEDIUM-MEDIUM-HARD-SOFT,17-17-20-12,111.9,104.7,True,20.2,17.4,Spanish Grand Prix
3,M-M-H-M,MEDIUM-MEDIUM-HARD-MEDIUM,16-16-18-16,112.6,104.7,True,20.9,17.4,Spanish Grand Prix
3,M-M-H-H,MEDIUM-MEDIUM-HARD-HARD,15-15-18-18,117.7,110.0,True,26.0,22.7,Spanish Grand Prix
3,M-H-S-S,MEDIUM-HARD-SOFT-SOFT,19-22-13-13,110.5,105.5,True,18.8,18.2,Spanish Grand Prix
3,M-H-S-M,MEDIUM-HARD-SOFT-MEDIUM,17-20-12-17,111.9,104.7,True,20.2,17.4,Spanish Grand Prix
3,M-H-S-H,MEDIUM-HARD-SOFT-HARD,17-19-11-19,117.6,110.4,True,25.9,23.1,Spanish Grand Prix
3,M-H-M-S,MEDIUM-HARD-MEDIUM-SOFT,17-20-17-12,111.9,104.7,True,20.2,17.4,Spanish Grand Prix
3,M-H-M-M,MEDIUM-HARD-MEDIUM-MEDIUM,16-18-16-16,112.6,104.7,True,20.9,17.4,Spanish Grand Prix
3,M-H-M-H,MEDIUM-HARD-MEDIUM-HARD,15-18-15-18,117.7,110.0,True,26.0,22.7,Spanish Grand Prix
3,M-H-H-S,MEDIUM-HARD-HARD-SOFT,17-19-19-11,117.6,110.4,True,25.9,23.1,Spanish Grand Prix
3,M-H-H-M,MEDIUM-HARD-HARD-MEDIUM,15-18-18-15,117.7,110.0,True,26.0,22.7,Spanish Grand Prix
3,M-H-H-H,MEDIUM-HARD-HARD-HARD,15-17-17-17,122.4,114.5,True,30.7,27.2,Spanish Grand Prix
3,H-S-S-S,HARD-SOFT-SOFT-SOFT,24-14-14-14,108.1,103.8,True,16.4,16.5,Spanish Grand Prix
3,H-S-S-M,HARD-SOFT-SOFT-MEDIUM,22-13-13-19,110.5,105.5,True,18.8,18.2,Spanish Grand Prix
3,H-S-S-H,HARD-SOFT-SOFT-HARD,21-12-12-21,117.1,111.0,True,25.4,23.7,Spanish Grand Prix
3,H-S-M-S,HARD-SOFT-MEDIUM-SOFT,22-13-19-13,110.5,105.5,True,18.8,18.2,Spanish Grand Prix
3,H-S-M-M,HARD-SOFT-MEDIUM-MEDIUM,20-12-17-17,111.9,104.7,True,20.2,17.4,Spanish Grand Prix
3,H-S-M-H,HARD-SOFT-MEDIUM-HARD,19-11-17-19,117.6,110.4,True,25.9,23.1,Spanish Grand Prix
3,H-S-H-S,HARD-SOFT-HARD-SOFT,21-12-21-12,117.1,111.0,True,25.4,23.7,Spanish Grand Prix
3,H-S-H-M,HARD-SOFT-HARD-MEDIUM,19-11-19-17,117.6,110.4,True,25.9,23.1,Spanish Grand Prix
3,H-S-H-H,HARD-SOFT-HARD-HARD,18-11-18-18,122.8,114.3,True,31.1,27.0,Spanish Grand Prix
3,H-M-S-S,HARD-MEDIUM-SOFT-SOFT,22-19-13-13,110.5,105.5,True,18.8,18.2,Spanish Grand Prix
3,H-M-S-M,HARD-MEDIUM-SOFT-MEDIUM,20-17-12-17,111.9,104.7,True,20.2,17.4,Spanish Grand Prix
3,H-M-S-H,HARD-MEDIUM-SOFT-HARD,19-17-11-19,117.6,110.4,True,25.9,23.1,Spanish Grand Prix
3,H-M-M-S,HARD-MEDIUM-MEDIUM-SOFT,20-17-17-12,111.9,104.7,True,20.2,17.4,Spanish Grand Prix
3,H-M-M-M,HARD-MEDIUM-MEDIUM-MEDIUM,18-16-16-16,112.6,104.7,True,20.9,17.4,Spanish Grand Prix
3,H-M-M-H,HARD-MEDIUM-MEDIUM-HARD,18-15-15-18,117.7,110.0,True,26.0,22.7,Spanish Grand Prix
3,H-M-H-S,HARD-MEDIUM-HARD-SOFT,19-17-19-11,117.6,110.4,True,25.9,23.1,Spanish Grand Prix
3,H-M-H-M,HARD-MEDIUM-HARD-MEDIUM,18-15-18-15,117.7,110.0,True,26.0,22.7,Spanish Grand Prix
3,H-M-H-H,HARD-MEDIUM-HARD-HARD,17-15-17-17,122.4,114.5,True,30.7,27.2,Spanish Grand Prix
3,H-H-S-S,HARD-HARD-SOFT-SOFT,21-21-12-12,117.1,111.0,True,25.4,23.7,Spanish Grand Prix
3,H-H-S-M,HARD-HARD-SOFT-MEDIUM,19-19-11-17,117.6,110.4,True,25.9,23.1,Spanish Grand Prix
3,H-H-S-H,HARD-HARD-SOFT-HARD,18-18-11-18,122.8,114.3,True,31.1,27.0,Spanish Grand Prix
3,H-H-M-S,HARD-HARD-MEDIUM-SOFT,19-19-17-11,117.6,110.4,True,25.9,23.1,Spanish Grand Prix
3,H-H-M-M,HARD-HARD-MEDIUM-MEDIUM,18-18-15-15,117.7,110.0,True,26.0,22.7,Spanish Grand Prix
3,H-H-M-H,HARD-HARD-MEDIUM-HARD,17-17-15-17,122.4,114.5,True,30.7,27.2,Spanish Grand Prix
3,H-H-H-S,HARD-HARD-HARD-SOFT,18-18-18-11,122.8,114.3,True,31.1,27.0,Spanish Grand Prix
3,H-H-H-M,HARD-HARD-HARD-MEDIUM,17-17-17-15,122.4,114.5,True,30.7,27.2,Spanish Grand Prix
1,S-M,SOFT-MEDIUM,33-38,92.1,67.4,False,5.2,15.6,São Paulo Grand Prix
1,S-H,SOFT-HARD,42-29,91.1,51.8,False,4.2,0.0,São Paulo Grand Prix
1,M-S,MEDIUM-SOFT,38-33,92.1,67.4,False,5.2,15.6,São Paulo Grand Prix
1,M-H,MEDIUM-HARD,44-27,98.6,69.7,False,11.7,17.9,São Paulo Grand Prix
1,H-S,HARD-SOFT,29-42,91.1,51.8,False,4.2,0.0,São Paulo Grand Prix
1,H-M,HARD-MEDIUM,27-44,98.6,69.7,False,11.7,17.9,São Paulo Grand Prix
2,S-S-M,SOFT-SOFT-MEDIUM,23-23-26,88.0,74.1,True,1.1,22.3,São Paulo Grand Prix
2,S-S-H,SOFT-SOFT-HARD,27-27-18,86.9,67.1,True,0.0,15.3,São Paulo Grand Prix
2,S-M-S,SOFT-MEDIUM-SOFT,23-26-23,88.0,74.1,True,1.1,22.3,São Paulo Grand Prix
2,S-M-M,SOFT-MEDIUM-MEDIUM,22-25-25,91.0,77.8,True,4.1,26.0,São Paulo Grand Prix
2,S-M-H,SOFT-MEDIUM-HARD,25-29-17,91.1,73.5,True,4.2,21.7,São Paulo Grand Prix
2,S-H-S,SOFT-HARD-SOFT,27-18-27,86.9,67.1,True,0.0,15.3,São Paulo Grand Prix
2,S-H-M,SOFT-HARD-MEDIUM,25-17-29,91.1,73.5,True,4.2,21.7,São Paulo Grand Prix
2,S-H-H,SOFT-HARD-HARD,30-20-20,88.3,62.6,True,1.4,10.8,São Paulo Grand Prix
2,M-S-S,MEDIUM-SOFT-SOFT,26-23-23,88.0,74.1,True,1.1,22.3,São Paulo Grand Prix
2,M-S-M,MEDIUM-SOFT-MEDIUM,25-22-25,91.0,77.8,True,4.1,26.0,São Paulo Grand Prix
2,M-S-H,MEDIUM-SOFT-HARD,29-25-17,91.1,73.5,True,4.2,21.7,São Paulo Grand Prix
2,M-M-S,MEDIUM-MEDIUM-SOFT,25-25-22,91.0,77.8,True,4.1,26.0,São Paulo Grand Prix
2,M-M-H,MEDIUM-MEDIUM-HARD,27-27-16,94.7,77.2,True,7.8,25.4,São Paulo Grand Prix
2,M-H-S,MEDIUM-HARD-SOFT,29-17-25,91.1,73.5,True,4.2,21.7,São Paulo Grand Prix
2,M-H-M,MEDIUM-HARD-MEDIUM,27-16-27,94.7,77.2,True,7.8,25.4,São Paulo Grand Prix
2,M-H-H,MEDIUM-HARD-HARD,32-19-19,93.7,72.3,True,6.8,20.5,São Paulo Grand Prix
2,H-S-S,HARD-SOFT-SOFT,18-27-27,86.9,67.1,True,0.0,15.3,São Paulo Grand Prix
2,H-S-M,HARD-SOFT-MEDIUM,17-25-29,91.1,73.5,True,4.2,21.7,São Paulo Grand Prix
2,H-S-H,HARD-SOFT-HARD,20-30-20,88.3,62.6,True,1.4,10.8,São Paulo Grand Prix
2,H-M-S,HARD-MEDIUM-SOFT,17-29-25,91.1,73.5,True,4.2,21.7,São Paulo Grand Prix
2,H-M-M,HARD-MEDIUM-MEDIUM,16-27-27,94.7,77.2,True,7.8,25.4,São Paulo Grand Prix
2,H-M-H,HARD-MEDIUM-HARD,19-32-19,93.7,72.3,True,6.8,20.5,São Paulo Grand Prix
2,H-H-S,HARD-HARD-SOFT,20-20-30,88.3,62.6,True,1.4,10.8,São Paulo Grand Prix
2,H-H-M,HARD-HARD-MEDIUM,19-19-32,93.7,72.3,True,6.8,20.5,São Paulo Grand Prix
3,S-S-S-M,SOFT-SOFT-SOFT-MEDIUM,17-17-17-19,97.3,85.2,True,10.4,33.4,São Paulo Grand Prix
3,S-S-S-H,SOFT-SOFT-SOFT-HARD,19-19-19-13,96.2,82.2,True,9.3,30.4,São Paulo Grand Prix
3,S-S-M-S,SOFT-SOFT-MEDIUM-SOFT,17-17-19-17,97.3,85.2,True,10.4,33.4,São Paulo Grand Prix
3,S-S-M-M,SOFT-SOFT-MEDIUM-MEDIUM,17-17-19-19,99.7,89.1,True,12.8,37.3,São Paulo Grand Prix
3,S-S-M-H,SOFT-SOFT-MEDIUM-HARD,19-19-21-13,99.1,86.6,True,12.2,34.8,São Paulo Grand Prix
3,S-S-H-S,SOFT-SOFT-HARD-SOFT,19-19-13-19,96.2,82.2,True,9.3,30.4,São Paulo Grand Prix
3,S-S-H-M,SOFT-SOFT-HARD-MEDIUM,19-19-13-21,99.1,86.6,True,12.2,34.8,São Paulo Grand Prix
3,S-S-H-H,SOFT-SOFT-HARD-HARD,21-21-14-14,97.4,81.0,True,10.5,29.2,São Paulo Grand Prix
3,S-M-S-S,SOFT-MEDIUM-SOFT-SOFT,17-19-17-17,97.3,85.2,True,10.4,33.4,São Paulo Grand Prix
3,S-M-S-M,SOFT-MEDIUM-SOFT-MEDIUM,17-19-17-19,99.7,89.1,True,12.8,37.3,São Paulo Grand Prix
3,S-M-S-H,SOFT-MEDIUM-SOFT-HARD,19-21-19-13,99.1,86.6,True,12.2,34.8,São Paulo Grand Prix
3,S-M-M-S,SOFT-MEDIUM-MEDIUM-SOFT,17-19-19-17,99.7,89.1,True,12.8,37.3,São Paulo Grand Prix
3,S-M-M-M,SOFT-MEDIUM-MEDIUM-MEDIUM,16-18-18-18,101.8,89.7,True,14.9,37.9,São Paulo Grand Prix
3,S-M-M-H,SOFT-MEDIUM-MEDIUM-HARD,18-20-20-12,101.8,88.0,True,14.9,36.2,São Paulo Grand Prix
3,S-M-H-S,SOFT-MEDIUM-HARD-SOFT,19-21-13-19,99.1,86.6,True,12.2,34.8,São Paulo Grand Prix
3,S-M-H-M,SOFT-MEDIUM-HARD-MEDIUM,18-20-12-20,101.8,88.0,True,14.9,36.2,São Paulo Grand Prix
3,S-M-H-H,SOFT-MEDIUM-HARD-HARD,20-23-14-14,100.8,85.2,True,13.9,33.4,São Paulo Grand Prix
3,S-H-S-S,SOFT-HARD-SOFT-SOFT,19-13-19-19,96.2,82.2,True,9.3,30.4,São Paulo Grand Prix
3,S-H-S-M,SOFT-HARD-SOFT-MEDIUM,19-13-19-21,99.1,86.6,True,12.2,34.8,São Paulo Grand Prix
3,S-H-S-H,SOFT-HARD-SOFT-HARD,21-14-21-14,97.4,81.0,True,10.5,29.2,São Paulo Grand Prix
3,S-H-M-S,SOFT-HARD-MEDIUM-SOFT,19-13-21-19,99.1,86.6,True,12.2,34.8,São Paulo Grand Prix
3,S-H-M-M,SOFT-HARD-MEDIUM-MEDIUM,18-12-20-20,101.8,88.0,True,14.9,36.2,São Paulo Grand Prix
3,S-H-M-H,SOFT-HARD-MEDIUM-HARD,20-14-23-14,100.8,85.2,True,13.9,33.4,São Paulo Grand Prix
3,S-H-H-S,SOFT-HARD-HARD-SOFT,21-14-14-21,97.4,81.0,True,10.5,29.2,São Paulo Grand Prix
3,S-H-H-M,SOFT-HARD-HARD-MEDIUM,20-14-14-23,100.8,85.2,True,13.9,33.4,São Paulo Grand Prix
3,S-H-H-H,SOFT-HARD-HARD-HARD,24-16-16-16,98.0,79.5,True,11.1,27.7,São Paulo Grand Prix
3,M-S-S-S,MEDIUM-SOFT-SOFT-SOFT,19-17-17-17,97.3,85.2,True,10.4,33.4,São Paulo Grand Prix
3,M-S-S-M,MEDIUM-SOFT-SOFT-MEDIUM,19-17-17-19,99.7,89.1,True,12.8,37.3,São Paulo Grand Prix
3,M-S-S-H,MEDIUM-SOFT-SOFT-HARD,21-19-19-13,99.1,86.6,True,12.2,34.8,São Paulo Grand Prix
3,M-S-M-S,MEDIUM-SOFT-MEDIUM-SOFT,19-17-19-17,99.7,89.1,True,12.8,37.3,São Paulo Grand Prix
3,M-S-M-M,MEDIUM-SOFT-MEDIUM-MEDIUM,18-16-18-18,101.8,89.7,True,14.9,37.9,São Paulo Grand Prix
3,M-S-M-H,MEDIUM-SOFT-MEDIUM-HARD,20-18-20-12,101.8,88.0,True,14.9,36.2,São Paulo Grand Prix
3,M-S-H-S,MEDIUM-SOFT-HARD-SOFT,21-19-13-19,99.1,86.6,True,12.2,34.8,São Paulo Grand Prix
3,M-S-H-M,MEDIUM-SOFT-HARD-MEDIUM,20-18-12-20,101.8,88.0,True,14.9,36.2,São Paulo Grand Prix
3,M-S-H-H,MEDIUM-SOFT-HARD-HARD,23-20-14-14,100.8,85.2,True,13.9,33.4,São Paulo Grand Prix
3,M-M-S-S,MEDIUM-MEDIUM-SOFT-SOFT,19-19-17-17,99.7,89.1,True,12.8,37.3,São Paulo Grand Prix
3,M-M-S-M,MEDIUM-MEDIUM-SOFT-MEDIUM,18-18-16-18,101.8,89.7,True,14.9,37.9,São Paulo Grand Prix
3,M-M-S-H,MEDIUM-MEDIUM-SOFT-HARD,20-20-18-12,101.8,88.0,True,14.9,36.2,São Paulo Grand Prix
3,M-M-M-S,MEDIUM-MEDIUM-MEDIUM-SOFT,18-18-18-16,101.8,89.7,True,14.9,37.9,São Paulo Grand Prix
3,M-M-M-H,MEDIUM-MEDIUM-MEDIUM-HARD,20-20-20-12,104.2,92.0,True,17.3,40.2,São Paulo Grand Prix
3,M-M-H-S,MEDIUM-MEDIUM-HARD-SOFT,20-20-12-18,101.8,88.0,True,14.9,36.2,São Paulo Grand Prix
3,M-M-H-M,MEDIUM-MEDIUM-HARD-MEDIUM,20-20-12-20,104.2,92.0,True,17.3,40.2,São Paulo Grand Prix
3,M-M-H-H,MEDIUM-MEDIUM-HARD-HARD,22-22-13-13,103.9,88.2,True,17.0,36.4,São Paulo Grand Prix
3,M-H-S-S,MEDIUM-HARD-SOFT-SOFT,21-13-19-19,99.1,86.6,True,12.2,34.8,São Paulo Grand Prix
3,M-H-S-M,MEDIUM-HARD-SOFT-MEDIUM,20-12-18-20,101.8,88.0,True,14.9,36.2,São Paulo Grand Prix
3,M-H-S-H,MEDIUM-HARD-SOFT-HARD,23-14-20-14,100.8,85.2,True,13.9,33.4,São Paulo Grand Prix
3,M-H-M-S,MEDIUM-HARD-MEDIUM-SOFT,20-12-20-18,101.8,88.0,True,14.9,36.2,São Paulo Grand Prix
3,M-H-M-M,MEDIUM-HARD-MEDIUM-MEDIUM,20-12-20-20,104.2,92.0,True,17.3,40.2,São Paulo Grand Prix
3,M-H-M-H,MEDIUM-HARD-MEDIUM-HARD,22-13-22-13,103.9,88.2,True,17.0,36.4,São Paulo Grand Prix
3,M-H-H-S,MEDIUM-HARD-HARD-SOFT,23-14-14-20,100.8,85.2,True,13.9,33.4,São Paulo Grand Prix
3,M-H-H-M,MEDIUM-HARD-HARD-MEDIUM,22-13-13-22,103.9,88.2,True,17.0,36.4,São Paulo Grand Prix
3,M-H-H-H,MEDIUM-HARD-HARD-HARD,25-15-15-15,102.2,83.4,True,15.3,31.6,São Paulo Grand Prix
3,H-S-S-S,HARD-SOFT-SOFT-SOFT,13-19-19-19,96.2,82.2,True,9.3,30.4,São Paulo Grand Prix
3,H-S-S-M,HARD-SOFT-SOFT-MEDIUM,13-19-19-21,99.1,86.6,True,12.2,34.8,São Paulo Grand Prix
3,H-S-S-H,HARD-SOFT-SOFT-HARD,14-21-21-14,97.4,81.0,True,10.5,29.2,São Paulo Grand Prix
3,H-S-M-S,HARD-SOFT-MEDIUM-SOFT,13-19-21-19,99.1,86.6,True,12.2,34.8,São Paulo Grand Prix
3,H-S-M-M,HARD-SOFT-MEDIUM-MEDIUM,12-18-20-20,101.8,88.0,True,14.9,36.2,São Paulo Grand Prix
3,H-S-M-H,HARD-SOFT-MEDIUM-HARD,14-20-23-14,100.8,85.2,True,13.9,33.4,São Paulo Grand Prix
3,H-S-H-S,HARD-SOFT-HARD-SOFT,14-21-14-21,97.4,81.0,True,10.5,29.2,São Paulo Grand Prix
3,H-S-H-M,HARD-SOFT-HARD-MEDIUM,14-20-14-23,100.8,85.2,True,13.9,33.4,São Paulo Grand Prix
3,H-S-H-H,HARD-SOFT-HARD-HARD,16-24-16-16,98.0,79.5,True,11.1,27.7,São Paulo Grand Prix
3,H-M-S-S,HARD-MEDIUM-SOFT-SOFT,13-21-19-19,99.1,86.6,True,12.2,34.8,São Paulo Grand Prix
3,H-M-S-M,HARD-MEDIUM-SOFT-MEDIUM,12-20-18-20,101.8,88.0,True,14.9,36.2,São Paulo Grand Prix
3,H-M-S-H,HARD-MEDIUM-SOFT-HARD,14-23-20-14,100.8,85.2,True,13.9,33.4,São Paulo Grand Prix
3,H-M-M-S,HARD-MEDIUM-MEDIUM-SOFT,12-20-20-18,101.8,88.0,True,14.9,36.2,São Paulo Grand Prix
3,H-M-M-M,HARD-MEDIUM-MEDIUM-MEDIUM,12-20-20-20,104.2,92.0,True,17.3,40.2,São Paulo Grand Prix
3,H-M-M-H,HARD-MEDIUM-MEDIUM-HARD,13-22-22-13,103.9,88.2,True,17.0,36.4,São Paulo Grand Prix
3,H-M-H-S,HARD-MEDIUM-HARD-SOFT,14-23-14-20,100.8,85.2,True,13.9,33.4,São Paulo Grand Prix
3,H-M-H-M,HARD-MEDIUM-HARD-MEDIUM,13-22-13-22,103.9,88.2,True,17.0,36.4,São Paulo Grand Prix
3,H-M-H-H,HARD-MEDIUM-HARD-HARD,15-25-15-15,102.2,83.4,True,15.3,31.6,São Paulo Grand Prix
3,H-H-S-S,HARD-HARD-SOFT-SOFT,14-14-21-21,97.4,81.0,True,10.5,29.2,São Paulo Grand Prix
3,H-H-S-M,HARD-HARD-SOFT-MEDIUM,14-14-20-23,100.8,85.2,True,13.9,33.4,São Paulo Grand Prix
3,H-H-S-H,HARD-HARD-SOFT-HARD,16-16-24-16,98.0,79.5,True,11.1,27.7,São Paulo Grand Prix
3,H-H-M-S,HARD-HARD-MEDIUM-SOFT,14-14-23-20,100.8,85.2,True,13.9,33.4,São Paulo Grand Prix
3,H-H-M-M,HARD-HARD-MEDIUM-MEDIUM,13-13-22-22,103.9,88.2,True,17.0,36.4,São Paulo Grand Prix
3,H-H-M-H,HARD-HARD-MEDIUM-HARD,15-15-25-15,102.2,83.4,True,15.3,31.6,São Paulo Grand Prix
3,H-H-H-S,HARD-HARD-HARD-SOFT,16-16-16-24,98.0,79.5,True,11.1,27.7,São Paulo Grand Prix
3,H-H-H-M,HARD-HARD-HARD-MEDIUM,15-15-15-25,102.2,83.4,True,15.3,31.6,São Paulo Grand Prix
1,S-M,SOFT-MEDIUM,30-26,67.9,74.9,True,0.0,1.7,United States Grand Prix
1,S-H,SOFT-HARD,28-28,77.3,81.1,True,9.4,7.9,United States Grand Prix
1,M-S,MEDIUM-SOFT,26-30,67.9,74.9,True,0.0,1.7,United States Grand Prix
1,M-H,MEDIUM-HARD,26-30,72.2,73.2,True,4.3,0.0,United States Grand Prix
1,H-S,HARD-SOFT,28-28,77.3,81.1,True,9.4,7.9,United States Grand Prix
1,H-M,HARD-MEDIUM,30-26,72.2,73.2,True,4.3,0.0,United States Grand Prix
2,S-S-M,SOFT-SOFT-MEDIUM,20-20-17,77.6,82.9,True,9.7,9.7,United States Grand Prix
