n_stops,strategy,sequence,stint_laps,est_cost,est_cost_curve,within_windows,cost_vs_best,cost_vs_best_curve,Race
1,S-M,SOFT-MEDIUM,24-34,109.1,86.3,False,6.6,37.1,Abu Dhabi Grand Prix
1,S-H,SOFT-HARD,18-40,133.5,73.3,True,31.0,24.1,Abu Dhabi Grand Prix
1,M-S,MEDIUM-SOFT,34-24,109.1,86.3,False,6.6,37.1,Abu Dhabi Grand Prix
1,M-H,MEDIUM-HARD,22-36,118.4,49.2,True,15.9,0.0,Abu Dhabi Grand Prix
1,H-S,HARD-SOFT,40-18,133.5,73.3,True,31.0,24.1,Abu Dhabi Grand Prix
1,H-M,HARD-MEDIUM,36-22,118.4,49.2,True,15.9,0.0,Abu Dhabi Grand Prix
2,S-S-M,SOFT-SOFT-MEDIUM,17-17-24,109.1,92.2,True,6.6,43.0,Abu Dhabi Grand Prix
2,S-S-H,SOFT-SOFT-HARD,14-14-31,127.5,89.8,True,25.0,40.6,Abu Dhabi Grand Prix
2,S-M-S,SOFT-MEDIUM-SOFT,17-24-17,109.1,92.2,True,6.6,43.0,Abu Dhabi Grand Prix
2,S-M-M,SOFT-MEDIUM-MEDIUM,15-21-21,102.5,67.9,True,0.0,18.7,Abu Dhabi Grand Prix
2,S-M-H,SOFT-MEDIUM-HARD,12-17-28,118.3,73.6,True,15.8,24.4,Abu Dhabi Grand Prix
2,S-H-S,SOFT-HARD-SOFT,14-31-14,127.5,89.8,True,25.0,40.6,Abu Dhabi Grand Prix
2,S-H-M,SOFT-HARD-MEDIUM,12-28-17,118.3,73.6,True,15.8,24.4,Abu Dhabi Grand Prix
2,S-H-H,SOFT-HARD-HARD,11-24-24,125.4,80.1,True,22.9,30.9,Abu Dhabi Grand Prix
2,M-S-S,MEDIUM-SOFT-SOFT,24-17-17,109.1,92.2,True,6.6,43.0,Abu Dhabi Grand Prix
2,M-S-M,MEDIUM-SOFT-MEDIUM,21-15-21,102.5,67.9,True,0.0,18.7,Abu Dhabi Grand Prix
2,M-S-H,MEDIUM-SOFT-HARD,17-12-28,118.3,73.6,True,15.8,24.4,Abu Dhabi Grand Prix
2,M-M-S,MEDIUM-MEDIUM-SOFT,21-21-15,102.5,67.9,True,0.0,18.7,Abu Dhabi Grand Prix
2,M-M-H,MEDIUM-MEDIUM-HARD,16-16-26,110.2,64.6,True,7.7,15.4,Abu Dhabi Grand Prix
2,M-H-S,MEDIUM-HARD-SOFT,17-28-12,118.3,73.6,True,15.8,24.4,Abu Dhabi Grand Prix
2,M-H-M,MEDIUM-HARD-MEDIUM,16-26-16,110.2,64.6,True,7.7,15.4,Abu Dhabi Grand Prix
2,M-H-H,MEDIUM-HARD-HARD,14-22-22,117.3,71.9,True,14.8,22.7,Abu Dhabi Grand Prix
2,H-S-S,HARD-SOFT-SOFT,31-14-14,127.5,89.8,True,25.0,40.6,Abu Dhabi Grand Prix
2,H-S-M,HARD-SOFT-MEDIUM,28-12-17,118.3,73.6,True,15.8,24.4,Abu Dhabi Grand Prix
2,H-S-H,HARD-SOFT-HARD,24-11-24,125.4,80.1,True,22.9,30.9,Abu Dhabi Grand Prix
2,H-M-S,HARD-MEDIUM-SOFT,28-17-12,118.3,73.6,True,15.8,24.4,Abu Dhabi Grand Prix
2,H-M-M,HARD-MEDIUM-MEDIUM,26-16-16,110.2,64.6,True,7.7,15.4,Abu Dhabi Grand Prix
2,H-M-H,HARD-MEDIUM-HARD,22-14-22,117.3,71.9,True,14.8,22.7,Abu Dhabi Grand Prix
2,H-H-S,HARD-HARD-SOFT,24-24-11,125.4,80.1,True,22.9,30.9,Abu Dhabi Grand Prix
2,H-H-M,HARD-HARD-MEDIUM,22-22-14,117.3,71.9,True,14.8,22.7,Abu Dhabi Grand Prix
1,S-M,SOFT-MEDIUM,20-38,72.5,89.6,False,0.0,38.8,Australian Grand Prix
1,S-H,SOFT-HARD,11-47,109.1,54.9,False,36.6,4.1,Australian Grand Prix
1,M-S,MEDIUM-SOFT,38-20,72.5,89.6,False,0.0,38.8,Australian Grand Prix
1,M-H,MEDIUM-HARD,18-40,93.4,50.8,True,20.9,0.0,Australian Grand Prix
1,H-S,HARD-SOFT,47-11,109.1,54.9,False,36.6,4.1,Australian Grand Prix
1,H-M,HARD-MEDIUM,40-18,93.4,50.8,True,20.9,0.0,Australian Grand Prix
2,S-S-M,SOFT-SOFT-MEDIUM,15-15-28,77.0,87.6,False,4.5,36.8,Australian Grand Prix
2,S-S-H,SOFT-SOFT-HARD,9-9-39,109.5,70.2,True,37.0,19.4,Australian Grand Prix
2,S-M-S,SOFT-MEDIUM-SOFT,15-28-15,77.0,87.6,False,4.5,36.8,Australian Grand Prix
2,S-M-M,SOFT-MEDIUM-MEDIUM,12-23-23,74.8,78.1,False,2.3,27.3,Australian Grand Prix
2,S-M-H,SOFT-MEDIUM-HARD,8-16-34,99.7,67.9,True,27.2,17.1,Australian Grand Prix
2,S-H-S,SOFT-HARD-SOFT,9-39-9,109.5,70.2,True,37.0,19.4,Australian Grand Prix
2,S-H-M,SOFT-HARD-MEDIUM,8-34-16,99.7,67.9,True,27.2,17.1,Australian Grand Prix
2,S-H-H,SOFT-HARD-HARD,6-26-26,106.1,69.9,True,33.6,19.1,Australian Grand Prix
2,M-S-S,MEDIUM-SOFT-SOFT,28-15-15,77.0,87.6,False,4.5,36.8,Australian Grand Prix
2,M-S-M,MEDIUM-SOFT-MEDIUM,23-12-23,74.8,78.1,False,2.3,27.3,Australian Grand Prix
2,M-S-H,MEDIUM-SOFT-HARD,16-8-34,99.7,67.9,True,27.2,17.1,Australian Grand Prix
2,M-M-S,MEDIUM-MEDIUM-SOFT,23-23-12,74.8,78.1,False,2.3,27.3,Australian Grand Prix
2,M-M-H,MEDIUM-MEDIUM-HARD,14-14-30,92.1,64.9,True,19.6,14.1,Australian Grand Prix
2,M-H-S,MEDIUM-HARD-SOFT,16-34-8,99.7,67.9,True,27.2,17.1,Australian Grand Prix
2,M-H-M,MEDIUM-HARD-MEDIUM,14-30-14,92.1,64.9,True,19.6,14.1,Australian Grand Prix
2,M-H-H,MEDIUM-HARD-HARD,11-24-24,99.0,68.0,True,26.5,17.2,Australian Grand Prix
2,H-S-S,HARD-SOFT-SOFT,39-9-9,109.5,70.2,True,37.0,19.4,Australian Grand Prix
2,H-S-M,HARD-SOFT-MEDIUM,34-8-16,99.7,67.9,True,27.2,17.1,Australian Grand Prix
2,H-S-H,HARD-SOFT-HARD,26-6-26,106.1,69.9,True,33.6,19.1,Australian Grand Prix
2,H-M-S,HARD-MEDIUM-SOFT,34-16-8,99.7,67.9,True,27.2,17.1,Australian Grand Prix
2,H-M-M,HARD-MEDIUM-MEDIUM,30-14-14,92.1,64.9,True,19.6,14.1,Australian Grand Prix
2,H-M-H,HARD-MEDIUM-HARD,24-11-24,99.0,68.0,True,26.5,17.2,Australian Grand Prix
2,H-H-S,HARD-HARD-SOFT,26-26-6,106.1,69.9,True,33.6,19.1,Australian Grand Prix
2,H-H-M,HARD-HARD-MEDIUM,24-24-11,99.0,68.0,True,26.5,17.2,Australian Grand Prix
1,S-M,SOFT-MEDIUM,26-45,93.1,72.5,False,8.8,0.0,Austrian Grand Prix
1,S-H,SOFT-HARD,21-50,104.7,84.5,False,20.4,12.0,Austrian Grand Prix
1,M-S,MEDIUM-SOFT,45-26,93.1,72.5,False,8.8,0.0,Austrian Grand Prix
1,M-H,MEDIUM-HARD,30-41,99.1,86.0,False,14.8,13.5,Austrian Grand Prix
1,H-S,HARD-SOFT,50-21,104.7,84.5,False,20.4,12.0,Austrian Grand Prix
1,H-M,HARD-MEDIUM,41-30,99.1,86.0,False,14.8,13.5,Austrian Grand Prix
2,S-S-M,SOFT-SOFT-MEDIUM,19-19-33,84.3,75.5,False,0.0,3.0,Austrian Grand Prix
2,S-S-H,SOFT-SOFT-HARD,16-16-39,94.4,85.0,True,10.1,12.5,Austrian Grand Prix
2,S-M-S,SOFT-MEDIUM-SOFT,19-33-19,84.3,75.5,False,0.0,3.0,Austrian Grand Prix
2,S-M-M,SOFT-MEDIUM-MEDIUM,16-28-28,89.5,82.5,True,5.2,10.0,Austrian Grand Prix
2,S-M-H,SOFT-MEDIUM-HARD,14-24-33,94.8,85.4,True,10.5,12.9,Austrian Grand Prix
2,S-H-S,SOFT-HARD-SOFT,16-39-16,94.4,85.0,True,10.1,12.5,Austrian Grand Prix
2,S-H-M,SOFT-HARD-MEDIUM,14-33-24,94.8,85.4,True,10.5,12.9,Austrian Grand Prix
2,S-H-H,SOFT-HARD-HARD,12-29-29,97.2,85.6,True,12.9,13.1,Austrian Grand Prix
2,M-S-S,MEDIUM-SOFT-SOFT,33-19-19,84.3,75.5,False,0.0,3.0,Austrian Grand Prix
2,M-S-M,MEDIUM-SOFT-MEDIUM,28-16-28,89.5,82.5,True,5.2,10.0,Austrian Grand Prix
2,M-S-H,MEDIUM-SOFT-HARD,24-14-33,94.8,85.4,True,10.5,12.9,Austrian Grand Prix
2,M-M-S,MEDIUM-MEDIUM-SOFT,28-28-16,89.5,82.5,True,5.2,10.0,Austrian Grand Prix
2,M-M-H,MEDIUM-MEDIUM-HARD,21-21-29,94.2,84.9,True,9.9,12.4,Austrian Grand Prix
2,M-H-S,MEDIUM-HARD-SOFT,24-33-14,94.8,85.4,True,10.5,12.9,Austrian Grand Prix
2,M-H-M,MEDIUM-HARD-MEDIUM,21-29-21,94.2,84.9,True,9.9,12.4,Austrian Grand Prix
2,M-H-H,MEDIUM-HARD-HARD,19-26-26,95.4,85.3,True,11.1,12.8,Austrian Grand Prix
2,H-S-S,HARD-SOFT-SOFT,39-16-16,94.4,85.0,True,10.1,12.5,Austrian Grand Prix
2,H-S-M,HARD-SOFT-MEDIUM,33-14-24,94.8,85.4,True,10.5,12.9,Austrian Grand Prix
2,H-S-H,HARD-SOFT-HARD,29-12-29,97.2,85.6,True,12.9,13.1,Austrian Grand Prix
2,H-M-S,HARD-MEDIUM-SOFT,33-24-14,94.8,85.4,True,10.5,12.9,Austrian Grand Prix
2,H-M-M,HARD-MEDIUM-MEDIUM,29-21-21,94.2,84.9,True,9.9,12.4,Austrian Grand Prix
2,H-M-H,HARD-MEDIUM-HARD,26-19-26,95.4,85.3,True,11.1,12.8,Austrian Grand Prix
2,H-H-S,HARD-HARD-SOFT,29-29-12,97.2,85.6,True,12.9,13.1,Austrian Grand Prix
2,H-H-M,HARD-HARD-MEDIUM,26-26-19,95.4,85.3,True,11.1,12.8,Austrian Grand Prix
3,S-S-S-M,SOFT-SOFT-SOFT-MEDIUM,15-15-15-26,89.9,84.0,True,5.6,11.5,Austrian Grand Prix
3,S-S-S-H,SOFT-SOFT-SOFT-HARD,13-13-13-32,98.2,91.1,True,13.9,18.6,Austrian Grand Prix
3,S-S-M-S,SOFT-SOFT-MEDIUM-SOFT,15-15-26-15,89.9,84.0,True,5.6,11.5,Austrian Grand Prix
3,S-S-M-M,SOFT-SOFT-MEDIUM-MEDIUM,13-13-23-23,95.5,89.9,True,11.2,17.4,Austrian Grand Prix
3,S-S-M-H,SOFT-SOFT-MEDIUM-HARD,11-11-20-28,100.6,92.3,True,16.3,19.8,Austrian Grand Prix
3,S-S-H-S,SOFT-SOFT-HARD-SOFT,13-13-32-13,98.2,91.1,True,13.9,18.6,Austrian Grand Prix
3,S-S-H-M,SOFT-SOFT-HARD-MEDIUM,11-11-28-20,100.6,92.3,True,16.3,19.8,Austrian Grand Prix
3,S-S-H-H,SOFT-SOFT-HARD-HARD,10-10-25-25,103.6,94.1,True,19.3,21.6,Austrian Grand Prix
3,S-M-S-S,SOFT-MEDIUM-SOFT-SOFT,15-26-15-15,89.9,84.0,True,5.6,11.5,Austrian Grand Prix
3,S-M-S-M,SOFT-MEDIUM-SOFT-MEDIUM,13-23-13-23,95.5,89.9,True,11.2,17.4,Austrian Grand Prix
3,S-M-S-H,SOFT-MEDIUM-SOFT-HARD,11-20-11-28,100.6,92.3,True,16.3,19.8,Austrian Grand Prix
3,S-M-M-S,SOFT-MEDIUM-MEDIUM-SOFT,13-23-23-13,95.5,89.9,True,11.2,17.4,Austrian Grand Prix
3,S-M-M-M,SOFT-MEDIUM-MEDIUM-MEDIUM,11-20-20-20,98.5,91.6,True,14.2,19.1,Austrian Grand Prix
3,S-M-M-H,SOFT-MEDIUM-MEDIUM-HARD,10-18-18-25,101.8,94.1,True,17.5,21.6,Austrian Grand Prix
3,S-M-H-S,SOFT-MEDIUM-HARD-SOFT,11-20-28-11,100.6,92.3,True,16.3,19.8,Austrian Grand Prix
3,S-M-H-M,SOFT-MEDIUM-HARD-MEDIUM,10-18-25-18,101.8,94.1,True,17.5,21.6,Austrian Grand Prix
3,S-M-H-H,SOFT-MEDIUM-HARD-HARD,9-17-23-23,103.8,96.3,True,19.5,23.8,Austrian Grand Prix
3,S-H-S-S,SOFT-HARD-SOFT-SOFT,13-32-13-13,98.2,91.1,True,13.9,18.6,Austrian Grand Prix
3,S-H-S-M,SOFT-HARD-SOFT-MEDIUM,11-28-11-20,100.6,92.3,True,16.3,19.8,Austrian Grand Prix
3,S-H-S-H,SOFT-HARD-SOFT-HARD,10-25-10-25,103.6,94.1,True,19.3,21.6,Austrian Grand Prix
3,S-H-M-S,SOFT-HARD-MEDIUM-SOFT,11-28-20-11,100.6,92.3,True,16.3,19.8,Austrian Grand Prix
3,S-H-M-M,SOFT-HARD-MEDIUM-MEDIUM,10-25-18-18,101.8,94.1,True,17.5,21.6,Austrian Grand Prix
3,S-H-M-H,SOFT-HARD-MEDIUM-HARD,9-23-17-23,103.8,96.3,True,19.5,23.8,Austrian Grand Prix
3,S-H-H-S,SOFT-HARD-HARD-SOFT,10-25-25-10,103.6,94.1,True,19.3,21.6,Austrian Grand Prix
3,S-H-H-M,SOFT-HARD-HARD-MEDIUM,9-23-23-17,103.8,96.3,True,19.5,23.8,Austrian Grand Prix
3,S-H-H-H,SOFT-HARD-HARD-HARD,9-21-21-21,104.9,96.4,True,20.6,23.9,Austrian Grand Prix
3,M-S-S-S,MEDIUM-SOFT-SOFT-SOFT,26-15-15-15,89.9,84.0,True,5.6,11.5,Austrian Grand Prix
3,M-S-S-M,MEDIUM-SOFT-SOFT-MEDIUM,23-13-13-23,95.5,89.9,True,11.2,17.4,Austrian Grand Prix
3,M-S-S-H,MEDIUM-SOFT-SOFT-HARD,20-11-11-28,100.6,92.3,True,16.3,19.8,Austrian Grand Prix
3,M-S-M-S,MEDIUM-SOFT-MEDIUM-SOFT,23-13-23-13,95.5,89.9,True,11.2,17.4,Austrian Grand Prix
3,M-S-M-M,MEDIUM-SOFT-MEDIUM-MEDIUM,20-11-20-20,98.5,91.6,True,14.2,19.1,Austrian Grand Prix
3,M-S-M-H,MEDIUM-SOFT-MEDIUM-HARD,18-10-18-25,101.8,94.1,True,17.5,21.6,Austrian Grand Prix
3,M-S-H-S,MEDIUM-SOFT-HARD-SOFT,20-11-28-11,100.6,92.3,True,16.3,19.8,Austrian Grand Prix
3,M-S-H-M,MEDIUM-SOFT-HARD-MEDIUM,18-10-25-18,101.8,94.1,True,17.5,21.6,Austrian Grand Prix
3,M-S-H-H,MEDIUM-SOFT-HARD-HARD,17-9-23-23,103.8,96.3,True,19.5,23.8,Austrian Grand Prix
3,M-M-S-S,MEDIUM-MEDIUM-SOFT-SOFT,23-23-13-13,95.5,89.9,True,11.2,17.4,Austrian Grand Prix
3,M-M-S-M,MEDIUM-MEDIUM-SOFT-MEDIUM,20-20-11-20,98.5,91.6,True,14.2,19.1,Austrian Grand Prix
3,M-M-S-H,MEDIUM-MEDIUM-SOFT-HARD,18-18-10-25,101.8,94.1,True,17.5,21.6,Austrian Grand Prix
3,M-M-M-S,MEDIUM-MEDIUM-MEDIUM-SOFT,20-20-20-11,98.5,91.6,True,14.2,19.1,Austrian Grand Prix
3,M-M-M-H,MEDIUM-MEDIUM-MEDIUM-HARD,16-16-16-22,102.3,93.6,True,18.0,21.1,Austrian Grand Prix
3,M-M-H-S,MEDIUM-MEDIUM-HARD-SOFT,18-18-25-10,101.8,94.1,True,17.5,21.6,Austrian Grand Prix
3,M-M-H-M,MEDIUM-MEDIUM-HARD-MEDIUM,16-16-22-16,102.3,93.6,True,18.0,21.1,Austrian Grand Prix
3,M-M-H-H,MEDIUM-MEDIUM-HARD-HARD,15-15-20-20,103.6,94.2,True,19.3,21.7,Austrian Grand Prix
3,M-H-S-S,MEDIUM-HARD-SOFT-SOFT,20-28-11-11,100.6,92.3,True,16.3,19.8,Austrian Grand Prix
3,M-H-S-M,MEDIUM-HARD-SOFT-MEDIUM,18-25-10-18,101.8,94.1,True,17.5,21.6,Austrian Grand Prix
3,M-H-S-H,MEDIUM-HARD-SOFT-HARD,17-23-9-23,103.8,96.3,True,19.5,23.8,Austrian Grand Prix
3,M-H-M-S,MEDIUM-HARD-MEDIUM-SOFT,18-25-18-10,101.8,94.1,True,17.5,21.6,Austrian Grand Prix
3,M-H-M-M,MEDIUM-HARD-MEDIUM-MEDIUM,16-22-16-16,102.3,93.6,True,18.0,21.1,Austrian Grand Prix
3,M-H-M-H,MEDIUM-HARD-MEDIUM-HARD,15-20-15-20,103.6,94.2,True,19.3,21.7,Austrian Grand Prix
3,M-H-H-S,MEDIUM-HARD-HARD-SOFT,17-23-23-9,103.8,96.3,True,19.5,23.8,Austrian Grand Prix
3,M-H-H-M,MEDIUM-HARD-HARD-MEDIUM,15-20-20-15,103.6,94.2,True,19.3,21.7,Austrian Grand Prix
3,M-H-H-H,MEDIUM-HARD-HARD-HARD,14-19-19-19,104.4,95.4,True,20.1,22.9,Austrian Grand Prix
3,H-S-S-S,HARD-SOFT-SOFT-SOFT,32-13-13-13,98.2,91.1,True,13.9,18.6,Austrian Grand Prix
3,H-S-S-M,HARD-SOFT-SOFT-MEDIUM,28-11-11-20,100.6,92.3,True,16.3,19.8,Austrian Grand Prix
3,H-S-S-H,HARD-SOFT-SOFT-HARD,25-10-10-25,103.6,94.1,True,19.3,21.6,Austrian Grand Prix
3,H-S-M-S,HARD-SOFT-MEDIUM-SOFT,28-11-20-11,100.6,92.3,True,16.3,19.8,Austrian Grand Prix
3,H-S-M-M,HARD-SOFT-MEDIUM-MEDIUM,25-10-18-18,101.8,94.1,True,17.5,21.6,Austrian Grand Prix
3,H-S-M-H,HARD-SOFT-MEDIUM-HARD,23-9-17-23,103.8,96.3,True,19.5,23.8,Austrian Grand Prix
3,H-S-H-S,HARD-SOFT-HARD-SOFT,25-10-25-10,103.6,94.1,True,19.3,21.6,Austrian Grand Prix
3,H-S-H-M,HARD-SOFT-HARD-MEDIUM,23-9-23-17,103.8,96.3,True,19.5,23.8,Austrian Grand Prix
3,H-S-H-H,HARD-SOFT-HARD-HARD,21-9-21-21,104.9,96.4,True,20.6,23.9,Austrian Grand Prix
3,H-M-S-S,HARD-MEDIUM-SOFT-SOFT,28-20-11-11,100.6,92.3,True,16.3,19.8,Austrian Grand Prix
3,H-M-S-M,HARD-MEDIUM-SOFT-MEDIUM,25-18-10-18,101.8,94.1,True,17.5,21.6,Austrian Grand Prix
3,H-M-S-H,HARD-MEDIUM-SOFT-HARD,23-17-9-23,103.8,96.3,True,19.5,23.8,Austrian Grand Prix
3,H-M-M-S,HARD-MEDIUM-MEDIUM-SOFT,25-18-18-10,101.8,94.1,True,17.5,21.6,Austrian Grand Prix
3,H-M-M-M,HARD-MEDIUM-MEDIUM-MEDIUM,22-16-16-16,102.3,93.6,True,18.0,21.1,Austrian Grand Prix
3,H-M-M-H,HARD-MEDIUM-MEDIUM-HARD,20-15-15-20,103.6,94.2,True,19.3,21.7,Austrian Grand Prix
3,H-M-H-S,HARD-MEDIUM-HARD-SOFT,23-17-23-9,103.8,96.3,True,19.5,23.8,Austrian Grand Prix
3,H-M-H-M,HARD-MEDIUM-HARD-MEDIUM,20-15-20-15,103.6,94.2,True,19.3,21.7,Austrian Grand Prix
3,H-M-H-H,HARD-MEDIUM-HARD-HARD,19-14-19-19,104.4,95.4,True,20.1,22.9,Austrian Grand Prix
3,H-H-S-S,HARD-HARD-SOFT-SOFT,25-25-10-10,103.6,94.1,True,19.3,21.6,Austrian Grand Prix
3,H-H-S-M,HARD-HARD-SOFT-MEDIUM,23-23-9-17,103.8,96.3,True,19.5,23.8,Austrian Grand Prix
3,H-H-S-H,HARD-HARD-SOFT-HARD,21-21-9-21,104.9,96.4,True,20.6,23.9,Austrian Grand Prix
3,H-H-M-S,HARD-HARD-MEDIUM-SOFT,23-23-17-9,103.8,96.3,True,19.5,23.8,Austrian Grand Prix
3,H-H-M-M,HARD-HARD-MEDIUM-MEDIUM,20-20-15-15,103.6,94.2,True,19.3,21.7,Austrian Grand Prix
3,H-H-M-H,HARD-HARD-MEDIUM-HARD,19-19-14-19,104.4,95.4,True,20.1,22.9,Austrian Grand Prix
3,H-H-H-S,HARD-HARD-HARD-SOFT,21-21-21-9,104.9,96.4,True,20.6,23.9,Austrian Grand Prix
3,H-H-H-M,HARD-HARD-HARD-MEDIUM,19-19-19-14,104.4,95.4,True,20.1,22.9,Austrian Grand Prix
1,M-H,MEDIUM-HARD,15-36,62.2,41.0,True,0.0,0.0,Azerbaijan Grand Prix
1,H-M,HARD-MEDIUM,36-15,62.2,41.0,True,0.0,0.0,Azerbaijan Grand Prix
2,M-M-H,MEDIUM-MEDIUM-HARD,12-12-28,73.5,59.9,True,11.3,18.9,Azerbaijan Grand Prix
2,M-H-M,MEDIUM-HARD-MEDIUM,12-28-12,73.5,59.9,True,11.3,18.9,Azerbaijan Grand Prix
2,M-H-H,MEDIUM-HARD-HARD,9-21-21,76.8,61.9,True,14.6,20.9,Azerbaijan Grand Prix
2,H-M-M,HARD-MEDIUM-MEDIUM,28-12-12,73.5,59.9,True,11.3,18.9,Azerbaijan Grand Prix
2,H-M-H,HARD-MEDIUM-HARD,21-9-21,76.8,61.9,True,14.6,20.9,Azerbaijan Grand Prix
2,H-H-M,HARD-HARD-MEDIUM,21-21-9,76.8,61.9,True,14.6,20.9,Azerbaijan Grand Prix
1,S-M,SOFT-MEDIUM,24-33,135.4,98.1,False,18.2,3.5,Bahrain Grand Prix
1,S-H,SOFT-HARD,23-34,138.6,96.5,False,21.4,1.9,Bahrain Grand Prix
1,M-S,MEDIUM-SOFT,33-24,135.4,98.1,False,18.2,3.5,Bahrain Grand Prix
1,M-H,MEDIUM-HARD,27-30,140.0,105.2,True,22.8,10.6,Bahrain Grand Prix
1,H-S,HARD-SOFT,34-23,138.6,96.5,False,21.4,1.9,Bahrain Grand Prix
1,H-M,HARD-MEDIUM,30-27,140.0,105.2,True,22.8,10.6,Bahrain Grand Prix
2,S-S-M,SOFT-SOFT-MEDIUM,17-17-23,117.2,95.9,True,0.0,1.3,Bahrain Grand Prix
2,S-S-H,SOFT-SOFT-HARD,16-16-25,119.6,94.6,True,2.4,0.0,Bahrain Grand Prix
2,S-M-S,SOFT-MEDIUM-SOFT,17-23-17,117.2,95.9,True,0.0,1.3,Bahrain Grand Prix
2,S-M-M,SOFT-MEDIUM-MEDIUM,15-21-21,121.9,101.1,True,4.7,6.5,Bahrain Grand Prix
2,S-M-H,SOFT-MEDIUM-HARD,15-20-22,123.2,98.5,True,6.0,3.9,Bahrain Grand Prix
2,S-H-S,SOFT-HARD-SOFT,16-25-16,119.6,94.6,True,2.4,0.0,Bahrain Grand Prix
2,S-H-M,SOFT-HARD-MEDIUM,15-22-20,123.2,98.5,True,6.0,3.9,Bahrain Grand Prix
2,S-H-H,SOFT-HARD-HARD,14-21-21,124.1,94.8,True,6.9,0.2,Bahrain Grand Prix
2,M-S-S,MEDIUM-SOFT-SOFT,23-17-17,117.2,95.9,True,0.0,1.3,Bahrain Grand Prix
2,M-S-M,MEDIUM-SOFT-MEDIUM,21-15-21,121.9,101.1,True,4.7,6.5,Bahrain Grand Prix
2,M-S-H,MEDIUM-SOFT-HARD,20-15-22,123.2,98.5,True,6.0,3.9,Bahrain Grand Prix
2,M-M-S,MEDIUM-MEDIUM-SOFT,21-21-15,121.9,101.1,True,4.7,6.5,Bahrain Grand Prix
2,M-M-H,MEDIUM-MEDIUM-HARD,18-18-20,125.1,99.6,True,7.9,5.0,Bahrain Grand Prix
2,M-H-S,MEDIUM-HARD-SOFT,20-22-15,123.2,98.5,True,6.0,3.9,Bahrain Grand Prix
2,M-H-M,MEDIUM-HARD-MEDIUM,18-20-18,125.1,99.6,True,7.9,5.0,Bahrain Grand Prix
2,M-H-H,MEDIUM-HARD-HARD,18-20-20,125.5,101.4,True,8.3,6.8,Bahrain Grand Prix
2,H-S-S,HARD-SOFT-SOFT,25-16-16,119.6,94.6,True,2.4,0.0,Bahrain Grand Prix
2,H-S-M,HARD-SOFT-MEDIUM,22-15-20,123.2,98.5,True,6.0,3.9,Bahrain Grand Prix
2,H-S-H,HARD-SOFT-HARD,21-14-21,124.1,94.8,True,6.9,0.2,Bahrain Grand Prix
2,H-M-S,HARD-MEDIUM-SOFT,22-20-15,123.2,98.5,True,6.0,3.9,Bahrain Grand Prix
2,H-M-M,HARD-MEDIUM-MEDIUM,20-18-18,125.1,99.6,True,7.9,5.0,Bahrain Grand Prix
2,H-M-H,HARD-MEDIUM-HARD,20-18-20,125.5,101.4,True,8.3,6.8,Bahrain Grand Prix
2,H-H-S,HARD-HARD-SOFT,21-21-14,124.1,94.8,True,6.9,0.2,Bahrain Grand Prix
2,H-H-M,HARD-HARD-MEDIUM,20-20-18,125.5,101.4,True,8.3,6.8,Bahrain Grand Prix
3,S-S-S-M,SOFT-SOFT-SOFT-MEDIUM,13-13-13-18,120.3,103.4,True,3.1,8.8,Bahrain Grand Prix
3,S-S-S-H,SOFT-SOFT-SOFT-HARD,13-13-13-19,122.1,103.7,True,4.9,9.1,Bahrain Grand Prix
3,S-S-M-S,SOFT-SOFT-MEDIUM-SOFT,13-13-18-13,120.3,103.4,True,3.1,8.8,Bahrain Grand Prix
3,S-S-M-M,SOFT-SOFT-MEDIUM-MEDIUM,12-12-16-16,124.5,105.8,True,7.3,11.2,Bahrain Grand Prix
3,S-S-M-H,SOFT-SOFT-MEDIUM-HARD,12-12-16-18,125.7,107.8,True,8.5,13.2,Bahrain Grand Prix
3,S-S-H-S,SOFT-SOFT-HARD-SOFT,13-13-19-13,122.1,103.7,True,4.9,9.1,Bahrain Grand Prix
3,S-S-H-M,SOFT-SOFT-HARD-MEDIUM,12-12-18-16,125.7,107.8,True,8.5,13.2,Bahrain Grand Prix
3,S-S-H-H,SOFT-SOFT-HARD-HARD,11-11-17-17,126.6,104.1,True,9.4,9.5,Bahrain Grand Prix
3,S-M-S-S,SOFT-MEDIUM-SOFT-SOFT,13-18-13-13,120.3,103.4,True,3.1,8.8,Bahrain Grand Prix
3,S-M-S-M,SOFT-MEDIUM-SOFT-MEDIUM,12-16-12-16,124.5,105.8,True,7.3,11.2,Bahrain Grand Prix
3,S-M-S-H,SOFT-MEDIUM-SOFT-HARD,12-16-12-18,125.7,107.8,True,8.5,13.2,Bahrain Grand Prix
3,S-M-M-S,SOFT-MEDIUM-MEDIUM-SOFT,12-16-16-12,124.5,105.8,True,7.3,11.2,Bahrain Grand Prix
3,S-M-M-M,SOFT-MEDIUM-MEDIUM-MEDIUM,11-15-15-15,127.5,109.0,True,10.3,14.4,Bahrain Grand Prix
3,S-M-M-H,SOFT-MEDIUM-MEDIUM-HARD,11-15-15-16,128.2,109.4,True,11.0,14.8,Bahrain Grand Prix
3,S-M-H-S,SOFT-MEDIUM-HARD-SOFT,12-16-18-12,125.7,107.8,True,8.5,13.2,Bahrain Grand Prix
3,S-M-H-M,SOFT-MEDIUM-HARD-MEDIUM,11-15-16-15,128.2,109.4,True,11.0,14.8,Bahrain Grand Prix
